,title,sent,category
1157,Novel Function of Bluetongue Virus NS3 Protein in Regulation of the MAPK/ERK Signaling Pathway,"In response to growth factors, this pathway promotes cell survival, increases protein translation but also contributes to the production of inflammatory cytokines.",interleukin
1158,Chapter Five The CD200–CD200R1 Inhibitory Signaling Pathway Immune Regulation and Host–Pathogen Interactions,"CD200R1 signaling inhibits the expression of proinflammatory molecules including tumor necrosis factor, interferons, and inducible nitric oxide synthase in response to selected stimuli.",interleukin
1159,EGR1 upregulation following Venezuelan equine encephalitis virus infection is regulated by ERK and PERK pathways contributing to cell death,"EGR1 induction was dependent on extracellular signal-regulated kinase1/2 (ERK1/2) and protein kinase R (PKR)-like endoplasmic reticulum kinase (PERK), but not on p38 mitogen activated protein kinase (MAPK) or phosphoinositide 3-kinase (PI3K) signaling.",interleukin
1160,Regulation of Autophagy by Extracellular Signal-Regulated Protein Kinases During 1-Methyl-4-Phenylpyridinium-Induced Cell Death,"Likewise, in primary midbrain dopaminergic neurons, MPP(+) elicited increased AV content, which was reversed by inhibition of mitogen-activated protein kinase/extracellular signal-regulated protein kinase kinase but not PI3K.",interleukin
1161,Regulation of Autophagy by Extracellular Signal-Regulated Protein Kinases During 1-Methyl-4-Phenylpyridinium-Induced Cell Death,"In contrast, inhibition of mitogen-activated protein kinase/extracellular signal-regulated protein kinase kinase reduced AV content, mitochondrial degradation, and cell death in MPP(+)-treated cells.",interleukin
1162,Regulation of Autophagy by Extracellular Signal-Regulated Protein Kinases During 1-Methyl-4-Phenylpyridinium-Induced Cell Death,These results implicate a role for extracellular signal-regulated protein kinase (ERK) signaling upstream of MPP(+)-elicited autophagic stress.,interleukin
1163,Differential suppression of interferon-γ-induced Ia antigen expression on cultured rat astroglia and microglia by second messengers,Reagents known to increase intracellular cAMP or activate intracellular protein kinase C (PKC) reduced IFN-γ-induced Ia Ag expression by astroglia.,interleukin
1164,The Central Conserved Region (CCR) of Respiratory Syncytial Virus (RSV) G Protein Modulates Host miRNA Expression and Alters the Cellular Response to Infection,Respiratory Syncytial Virus (RSV) infects respiratory epithelial cells and deregulates host gene expression by many mechanisms including expression of RSV G protein (RSV G).,interleukin
1165,Stress Granules in the Viral Replication Cycle,One of these responses is the activation of the double-stranded RNA (dsRNA)-activated protein kinase R (PKR).,interleukin
1166,The Membrane Protein of Severe Acute Respiratory Syndrome Coronavirus Functions as a Novel Cytosolic Pathogen-Associated Molecular Pattern To Promote Beta Interferon Induction via a Toll-Like-Receptor-Related TRAF3-Independent Mechanism,"M protein rather than M mRNA is responsible for M-mediated IFN-β induction that is preferentially associated with the activation of the Toll-like receptor (TLR) adaptor proteins MyD88, TIRAP, and TICAM2 but not the RIG-I signaling cascade.",interleukin
1167,The Membrane Protein of Severe Acute Respiratory Syndrome Coronavirus Functions as a Novel Cytosolic Pathogen-Associated Molecular Pattern To Promote Beta Interferon Induction via a Toll-Like-Receptor-Related TRAF3-Independent Mechanism,Both NF-κB and TBK1-IRF3 signaling cascades are activated by M gene products.,interleukin
1168,Glycyrrhizic acid activates chicken macrophages and enhances their Salmonella-killing capacity in vitro,"METHODS: Chicken HD11 macrophages were treated with GA (0, 12.5, 25, 50, 100, 200, 400, or 800 μg/ml) and lipopolysaccharide (LPS, 500 ng/ml) for 3, 6, 12, 24, or 48 h. Evaluated responses included phagocytosis, bacteria-killing, gene expression of cell surface molecules (cluster of differentiation 40 (CD40), CD80, CD83, and CD197) and antimicrobial effectors (inducible nitric oxide synthase (iNOS), NADPH oxidase-1 (NOX-1), interferon-γ (IFN-γ), LPS-induced tumor necrosis factor (TNF)-α factor (LITAF), interleukin-6 (IL-6), and IL-10), and production of nitric oxide (NO) and hydrogen peroxide (H(2)O(2)).",interleukin
1169,Glycyrrhizic acid activates chicken macrophages and enhances their Salmonella-killing capacity in vitro,"RESULTS: GA increased the internalization of both fluorescein isothiocyanate (FITC)-dextran and ST by HD11 cells and markedly decreased the intracellular survival of ST. We found that the messenger RNA (mRNA) expression of cell surface molecules (CD40, CD80, CD83, and CD197) and cytokines (IFN-γ, IL-6, and IL-10) of HD11 cells was up-regulated following GA exposure.",interleukin
1170,Glycyrrhizic acid activates chicken macrophages and enhances their Salmonella-killing capacity in vitro,"Notably, it was verified that nuclear factor-κB (NF-κB) and c-Jun N-terminal kinase (JNK) pathways were responsible for GA-induced synthesis of NO and IFN-γ gene expression.",interleukin
1171,Lipopolysaccharide and Tumor Necrosis Factor Alpha Inhibit Interferon Signaling in Hepatocytes by Increasing Ubiquitin-Like Protease 18 (USP18) Expression,"We examined the ability of inflammatory stimuli, including tumor necrosis factor alpha (TNF-α), lipopolysaccharide (LPS), interleukin-6 (IL-6) and IL-10 to upregulate hepatocyte USP18 expression and blunt the IFN-α response.",interleukin
1172,Lipopolysaccharide and Tumor Necrosis Factor Alpha Inhibit Interferon Signaling in Hepatocytes by Increasing Ubiquitin-Like Protease 18 (USP18) Expression,These data demonstrate that certain inflammatory stimuli (TNF-α and LPS) but not others (IL-6 and IL-10) target USP18 expression and thus inhibit IFN signaling.,interleukin
1173,Differential Regulation of Toll-Like Receptor-Mediated Cytokine Production by Unfolded Protein Response,"Under ER stress, unfolded protein response (UPR) signaling pathways participate in upregulating inflammatory cytokine production via NF-kappaB, MAPK, and GSK-3β.",interleukin
1174,Clarithromycin Suppresses Human Respiratory Syncytial Virus Infection-Induced Streptococcus pneumoniae Adhesion and Cytokine Production in a Pulmonary Epithelial Cell Line,"Clarithromycin (CAM), which is an antimicrobial agent and is also known as an immunomodulator, significantly suppressed RSV-induced production of interleukin-6, interleukin-8, and regulated on activation, normal T-cell expressed and secreted (RANTES).",interleukin
1175,"Cicadidae Periostracum, the Cast-Off Skin of Cicada, Protects Dopaminergic Neurons in a Model of Parkinson's Disease","CP increased the expression levels of Nurr1, tyrosine hydroxylase, DOPA decarboxylase, dopamine transporter, and vesicular monoamine transporter 2 via extracellular signal-regulated kinase phosphorylation in differentiated PC12 cells and the mouse SNPC.",interleukin
1176,"Cicadidae Periostracum, the Cast-Off Skin of Cicada, Protects Dopaminergic Neurons in a Model of Parkinson's Disease","Moreover, CP inhibited lipopolysaccharide-induced neuroinflammatory cytokines and response levels and glial/microglial activation in BV2 microglia and the mouse brain.",interleukin
1177,"Cicadidae Periostracum, the Cast-Off Skin of Cicada, Protects Dopaminergic Neurons in a Model of Parkinson's Disease","CP prevented dopamine depletion and protected against dopaminergic neuronal degradation via mitochondria-mediated apoptotic proteins such as B-cell lymphoma 2 (Bcl-2), Bcl-2-associated X, cytochrome c, and cleaved caspase-9 and caspase-3 by inhibiting MPTP-induced neuroinflammatory cytokines, inducible nitric oxide synthase, cyclooxygenase 2, and glial/microglial activation.",interleukin
1178,Polyphenol-Rich Extracts from Toona sinensis Bark and Fruit Ameliorate Free Fatty Acid-Induced Lipogenesis through AMPK and LC3 Pathways,"Furthermore, TSB and TSF suppressed FFA-induced liver X receptor, sterol regulatory element-binding transcription protein 1, fatty acid synthase, and stearoyl-CoA desaturase 1 protein expression.",interleukin
1179,Polyphenol-Rich Extracts from Toona sinensis Bark and Fruit Ameliorate Free Fatty Acid-Induced Lipogenesis through AMPK and LC3 Pathways,TSB and/or TSF promoted phosphorylation of AMP-activated protein kinase (AMPK) and acetyl-coA carboxylase and peroxisome proliferator-activated receptor alpha upregulation.,interleukin
1180,Polyphenol-Rich Extracts from Toona sinensis Bark and Fruit Ameliorate Free Fatty Acid-Induced Lipogenesis through AMPK and LC3 Pathways,"Therefore, TSB and TSF relieve lipid accumulation by attenuating lipogenic protein expression, activating the AMPK pathway, and upregulating the autophagic flux to enhance lipid metabolism.",interleukin
1181,Inhibition of Miro1 disturbs mitophagy and pancreatic β-cell function interfering insulin release via IRS-Akt-Foxo1 in diabetes,"Dysfunctional mitophagy in IKO mice is represented by damaged islet beta cell mitochondrial and secretory capacity, unbalanced downstream MKK-JNK signalling without affecting the levels of MEK, ERK or p38 activation and subsequently, impaired insulin secretion signaling via inhibition IRS-AKT-Foxo1 pathway, leading to worsening glucose tolerance in these mice.",interleukin
1182,Inhibition of Miro1 disturbs mitophagy and pancreatic β-cell function interfering insulin release via IRS-Akt-Foxo1 in diabetes,Our previous studies have indicated that mitochondrial Rho (Miro) GTPase-mediated mitochondrial dysfunction under high nutrient stress leads to NOD-like receptor 3 (NLRP3)-dependent proinflammatory responses and subsequent insulin resistance.,interleukin
1183,Combination treatment with quercetin and resveratrol attenuates high fat diet-induced obesity and associated inflammation in rats via the AMPKα1/SIRT1 signaling pathway,"CQR attenuated the expression of systemic proinflammatory adipokines, including leptin, tumor necrosis factor-α, monocyte chemoattractant protein-1 and interleukin-6.",interleukin
1184,Combination treatment with quercetin and resveratrol attenuates high fat diet-induced obesity and associated inflammation in rats via the AMPKα1/SIRT1 signaling pathway,"Furthermore, CQR reversed the HFD-induced suppression of 5′-adenosine monophosphate-activated protein kinase α1 (AMPKα1) phosphorylation and sirtuin 1 (SIRT1) expression in EAT.",interleukin
1185,Transmissible gastroenteritis virus infection decreases arginine uptake by downregulating CAT-1 expression,"TGEV infection induced activation of phospho-protein kinase C α (p-PKC α), phospho-epidermal growth factor receptor (p-EGFR), and enhanced the expression of caveolin-1, all of which appear to be involved in down-regulating arginine uptake and CAT-1 expression.",interleukin
1186,Sorafenib induces autophagy and suppresses activation of human macrophage,"The surface antigen expression and the function of activated macrophages were inhibited by sorafenib, including the expression of co-stimulatory molecule CD80, phagocytosis, and the production of reactive oxygen species.",interleukin
1187,Induction of GADD34 Is Necessary for dsRNA-Dependent Interferon-β Production and Participates in the Control of Chikungunya Virus Infection,"The dsRNA-dependent protein kinase (PKR) phosphorylates translation initiation factor 2-alpha (eIF2α) and inhibits protein synthesis, whereas cytosolic DExD/H box RNA helicases induce expression of type I-IFN and other cytokines.",interleukin
1188,Non-autophagic roles of autophagy-related proteins,"We focus on the non-autophagic functions of autophagy proteins in cell survival and apoptosis, modulation of cellular traffic, protein secretion, cell signalling, transcription, translation and membrane reorganization.",interleukin
1189,Inhibition of canonical WNT signaling attenuates human leiomyoma cell growth,"Main Outcome Measure(s) Cell proliferation, cell death, WNT/-catenin target gene expression or reporter gene regulation, β-catenin levels, and cellular localization.",interleukin
1190,Lithium chloride promotes host resistance against Pseudomonas aeruginosa keratitis,"Moreover, LiCl increased anti-inflammatory cytokine interleukin-10 levels, decreased proinflammatory cytokine tumor necrosis factor-α levels, and enhanced apoptosis of infiltrating macrophages and neutrophils in the PA-infected mouse corneas.",interleukin
1191,Lithium chloride promotes host resistance against Pseudomonas aeruginosa keratitis,"In vitro studies further confirmed that LiCl elevated anti-inflammatory cytokine expression but reduced proinflammatory cytokine production, as well as promoted cell apoptosis in murine macrophages and neutrophils.",interleukin
1192,The role of CXCL10 in the pathogenesis of experimental septic shock,"CXCL10KO mice and mice treated with anti-CXCL10 IgG showed attenuated hypothermia, lower concentrations of interleukin-6 (IL-6) and macrophage inhibitory protein-2 (MIP-2) in plasma and lessened natural killer (NK) cell activation compared to control mice.",interleukin
1193,The role of CXCL10 in the pathogenesis of experimental septic shock,": The chemokine CXCL10 is produced during infection and inflammation to activate the chemokine receptor CXCR3, an important regulator of lymphocyte trafficking and activation.",interleukin
1194,The role of CXCL10 in the pathogenesis of experimental septic shock,"Endpoints included leukocyte trafficking and activation, core body temperature, plasma cytokine concentrations, bacterial clearance and survival.",interleukin
1195,Combined Rosiglitazone and Forskolin Have Neuroprotective Effects in SD Rats after Spinal Cord Injury,The peroxisome proliferator-activated receptor gamma (PPAR-γ) agonist rosiglitazone inhibits NF-κB expression and endogenous neural stem cell differentiation into neurons and reduces the inflammatory cascade after spinal cord injury (SCI).,interleukin
1196,Combined Rosiglitazone and Forskolin Have Neuroprotective Effects in SD Rats after Spinal Cord Injury,"PPAR-γ activation likely inhibits NF-κB, thereby reducing the inflammatory cascade, and PKA activation likely promotes neuronal cell regeneration.",interleukin
1197,Induction and control of the type I interferon pathway by Bluetongue virus,"In contrast, induction of IFN-α/β synthesis in sheep primary plasmacytoid dendritic cells (pDCs) required the MyD88 adaptor independently of the Toll-like receptor 7 (TLR7), as well as the kinases dsRNA-activated protein kinase (PKR) and stress-activated protein kinase (SAPK)/Jun N-terminal protein kinase (JNK).",interleukin
1198,PERK and XBP1 differentially regulate CXCL10 and CCL2 production,PERK and IRE1α/XBP1 in the unfolded protein response differentially regulate the expression of CXCL10 and CCL2 likely through modulation of ER stress-induced NF-κB RelA and STAT3 activation.,interleukin
1199,Molecular mechanisms of the secretion of cytokines and chemokines from human monocytes activated by pneumococcal surface protein A (PspA): Roles of mitogen-activated protein kinases and NF-kappaB,"Further investigations showed that PspA activated the extracellular signal-regulated kinase (ERK), c-Jun N-terminal kinase (JNK), p38 mitogen activated protein kinase (MAPK) and nuclear factor (NF)-κB signaling pathways in human monocytes.",interleukin
1200,Molecular mechanisms of the secretion of cytokines and chemokines from human monocytes activated by pneumococcal surface protein A (PspA): Roles of mitogen-activated protein kinases and NF-kappaB,"Stimulation of monocytes with purified PspA protein induced the significant release of inflammatory cytokine IL-6 and chemokines including CXCL8, CCL2, CCL4 and CCL5.",interleukin
1201,Niclosamide induced cell apoptosis via upregulation of ATF3 and activation of PERK in Hepatocellular carcinoma cells,"niclosamide also significantly increase activating transcription factor 3 (ATF3), activating transcription factor 4 (ATF4) and CCAAT/enhancer-binding protein-homologous protein (CHOP) expression in HCC cells.",interleukin
1202,MuRF2 regulates PPARγ1 activity to protect against diabetic cardiomyopathy and enhance weight gain induced by a high fat diet,"Mice were followed by conscious echocardiography, blood glucose, tissue triglyceride, glycogen levels, immunoblot analysis of intracellular signaling, heart and skeletal muscle morphometrics, and PPARα, PPARβ, and PPARγ1-regulated mRNA expression.",interleukin
1203,Induction of interleukin-8 by Naegleria fowleri lysates requires activation of extracellular signal-regulated kinase in human astroglial cells,We demonstrated that N. fowleri are potent inducers for the expression of interleukin-8 (IL-8) genes in human astroglial cells which was preceded by activation of extracellular signal-regulated kinase (ERK).,interleukin
1204,Induction of interleukin-8 by Naegleria fowleri lysates requires activation of extracellular signal-regulated kinase in human astroglial cells,"The specific mitogen-activated protein kinase kinase/ERK inhibitor, U0126, blocks N. fowleri-mediated AP-1 activation and subsequent IL-8 induction.",interleukin
1205,Induction of interleukin-8 by Naegleria fowleri lysates requires activation of extracellular signal-regulated kinase in human astroglial cells,N. fowleri-induced IL-8 expression requires activation of ERK in human astroglial cells.,interleukin
1206,"iCa(2+) Flux, ROS and IL-10 Determines Cytotoxic, and Suppressor T Cell Functions in Chronic Human Viral Infections","Importantly chronic activation of murine cytotoxic CD8(+) T cells lead to reduced iCa(2+) influx, decreased IFN-γ and enhanced IL-10 production and this profile is mimicked in Tc1 cells upon reduction of iCa(2+) flux by extracellular calcium channel inhibitors.",interleukin
1207,The ATF6 branch of unfolded protein response and apoptosis are activated to promote African swine fever virus infection,"Moreover, ASFV induces transcription factor 6 signaling pathway of the UPR, but not the protein kinase-like ER kinase or the inositol-requiring enzyme 1 pathways.",interleukin
1208,Changes in serum proteins after endotoxin administration in healthy and choline-treated calves,"CONCLUSIONS: LPS administration produces changes in serum proteins associated with lipid metabolism, immune and inflammatory response, protein binding/transport, cell adhesion, venous thrombosis, cardiac contractility and blood coagulation.",interleukin
1209,Changes in serum proteins after endotoxin administration in healthy and choline-treated calves,"In the LPS group, there were significant increases in serum levels of ragulator complex protein (189-fold) and galectin-3-binding protein (10-fold), but transcription factor MafF and corticosteroid binding globulin were down regulated (≥ 5 fold).",interleukin
1210,Upregulation of hepatic angiotensin-converting enzyme 2 (ACE2) and angiotensin-(1–7) levels in experimental biliary fibrosis,"Conclusions RAS activation in chronic liver injury is associated with upregulation of ACE2, Mas and hepatic conversion of angiotensin II to angiotensin-(1–7) leading to increased circulating angiotensin-(1–7).",interleukin
1211,Upregulation of hepatic angiotensin-converting enzyme 2 (ACE2) and angiotensin-(1–7) levels in experimental biliary fibrosis,"Results Hepatic ACE2 gene and activity (P <0.0005), plasma angiotensin-(1–7) (P <0.0005) and Mas receptor expression (P <0.01) were increased following BDL compared to shams.",interleukin
1212,Structure–Activity Relationship Studies of Substituted 2-(Isoxazol-3-yl)-2-oxo-N′-phenyl-acetohydrazonoyl Cyanide Analogues: Identification of Potent Exchange Proteins Directly Activated by cAMP (EPAC) Antagonists,"Exchange proteins directly activated by cAMP (EPAC) as guanine nucleotide exchange factors mediate the effects of the pivotal second messenger cAMP, thereby regulating a wide variety of intracellular physiological and pathophysiological processes.",interleukin
1213,Suppression of NF-κB Activity: A Viral Immune Evasion Mechanism,"NF-κB activation needs the activation of NF-κB upstream molecules, which include receptors, adaptor proteins, NF-κB (IκB) kinases (IKKs), IκBα, and NF-κB dimer p50/p65.",interleukin
1214,Proprotein convertases: Key players in inflammation-related malignancies and metastasis,Expression and/or activation of the majority of these molecules is mediated by the proprotein convertases (PCs); proteases expressed by both tumor cells and inflammatory cells.,interleukin
1215,"Transmissible gastroenteritis virus N protein causes endoplasmic reticulum stress, up-regulates interleukin-8 expression and its subcellular localization in the porcine intestinal epithelial cell","In the present study, we investigated the degradation, subcellular localisation, and function of TGEV N protein by examining its effects on cycle progression, endoplasmic reticulum (ER) stress, interleukin-8 (IL-8) expression, and cell survival.",interleukin
1216,Differential Regulation of Type I Interferon and Epidermal Growth Factor Pathways by a Human Respirovirus Virulence Factor,"This adaptor protein bridges Epidermal Growth Factor (EGF) receptor to MAPK/ERK pathway, a signaling cascade recently found to be involved in airway inflammatory response.",interleukin
1217,Angiotensin Converting Enzyme (ACE) and ACE2 Bind Integrins and ACE2 Regulates Integrin Signalling,Hence the expression and cleavage of ACE2 at the plasma membrane may influence cell-extracellular matrix interactions and the signalling that mediates cell survival and proliferation.,interleukin
1218,"Porcine epidemic diarrhea virus N protein prolongs S-phase cell cycle, induces endoplasmic reticulum stress, and up-regulates interleukin-8 expression","We also investigate the subcellular localization and function of PEDV N protein by examining its effects on cell growth, cycle progression, interleukin-8 (IL-8) expression, and survival.",interleukin
1219,"Coronavirus infection, ER stress, apoptosis and innate immunity","Activation of the three branches of UPR modulates a wide variety of signaling pathways, such as mitogen-activated protein (MAP) kinase activation, autophagy, apoptosis, and innate immune response.",interleukin
1220,MMP-independent role of TIMP-1 at the blood brain barrier during viral encephalomyelitis,"Moreover, decreased CD4(+) T cell recruitment into the CNS parenchyma of TIMP-1 deficient mice was not associated with impaired T cell recruiting chemokines or MMP expression, and no compensation by other TIMP molecules was identified.",interleukin
1221,Inhibition of human coronavirus 229E infection in human epithelial lung cells (L132) by chloroquine: Involvement of p38 MAPK and ERK,We demonstrated that CQ affects the activation of p38 mitogen-activated protein kinase (MAPK) and extracellular signal-regulated kinase (ERK).,interleukin
1222,Role of protein kinase R in double-stranded RNA-induced expression of nitric oxide synthase in human astroglia,This study delineates a novel role of dsRNA in inducing the expression of iNOS through dsRNA-activated protein kinase (PKR)-mediated activation of NF-κB and p38-mediated activation of C/EBPβ in human astroglia that may participate in virus-induced neurological abnormalities.,interleukin
1223,Role of protein kinase R in double-stranded RNA-induced expression of nitric oxide synthase in human astroglia,DsRNA in the form of synthetic polyinosinic-polycytidylic acid (poly IC) induced expression of iNOS and iNOS promoter-driven luciferase activity through activation of nuclear factor (NF)-κB and CCAAT/enhancer-binding proteinβ (C/EBPβ).,interleukin
1224,Role of protein kinase R in double-stranded RNA-induced expression of nitric oxide synthase in human astroglia,"In contrast, knock down of p38 mitogen-activated protein kinase (MAPK) attenuated iNOS by suppressing the activation of C/EBPβ but not NF-κB.",interleukin
1225,MyD88 expression in the rat dental follicle: Implications for osteoclastogenesis and tooth eruption,Using siRNA to knock down MyD88 expression in the DF cells also reduced the gene expression of nuclear factor-kappa B-1 (NFKB1) and monocyte chemoattractant protein 1 (MCP-1).,interleukin
1226,MyD88 expression in the rat dental follicle: Implications for osteoclastogenesis and tooth eruption,"IL-1α up-regulated the expression of NFKB1, MCP-1 and receptor activator of nuclear factor kappa B ligand (RANKL), but knockdown of MyD88 nullified this IL-1α effect.",interleukin
1227,MyD88 expression in the rat dental follicle: Implications for osteoclastogenesis and tooth eruption,Myeloid differentiation factor 88 (MyD88) is a key adaptor molecule in the interleukin-1 (IL-1) and IL-18 Toll-like receptor signaling pathway.,interleukin
1228,CD13 Restricts TLR4 Endocytic Signal Transduction in Inflammation,"Importantly, in response to TLR4 ligands HMGB1 and LPS, pIRF-3 activation and transcription of its target genes is enhanced in CD13(KO) DCs while TLR4 surface signaling remains unaffected, resulting in a skewed inflammatory response.",interleukin
1229,CD13 Restricts TLR4 Endocytic Signal Transduction in Inflammation,"Finally, CD13(KO) mice showed significantly enhanced IFNβ-mediated signal transduction via JAK-STAT, escalating iNOS transcription levels and promoting accumulation of oxidative stress mediators and tissue injury.",interleukin
1230,Interferon Regulatory Factor-1 Mediates Alveolar Macrophage Pyroptosis During LPS-Induced Acute Lung Injury in Mice,"Our study demonstrates that IRF-1 contributes to caspase-1 activation and apoptosis-associated speck-like protein containing a caspase activation and recruitment domain pyroptosome formation in AMs and leads to downstream inflammatory cytokine release, including that of IL-1β, IL-18, and HMGB1.",interleukin
1231,Interferon Regulatory Factor-1 Mediates Alveolar Macrophage Pyroptosis During LPS-Induced Acute Lung Injury in Mice,The nuclear translocation of IRF-1 is linked to the presence of toll-like receptor 4 (TLR4).,interleukin
1232,JNK and PI3k/Akt signaling pathways are required for establishing persistent SARS-CoV infection in Vero E6 cells,"Our previous studies demonstrated that signaling pathways of extracellular signal-related kinase (ERK1/2), c-Jun N-terminal protein kinase (JNK), p38 mitogen-activated protein kinase (MAPK), and phosphatidylinositol 3′-kinase (PI3K)/Akt were activated in SARS-CoV-infected Vero E6 cells.",interleukin
1233,Regulation of TGF-β Signal Transduction,"Transforming growth factor-β (TGF-β) signaling regulates diverse cellular processes, including cell proliferation, differentiation, apoptosis, cell plasticity, and migration.",interleukin
1234,Regulation of TGF-β Signal Transduction,TGF-β signaling can be mediated by Smad proteins or other signaling proteins such as MAP kinases and Akt.,interleukin
1235,Luteolin suppresses inflammation-associated gene expression by blocking NF-κB and AP-1 activation pathway in mouse alveolar macrophages,"In this study, we examined the effects of luteolin on the production of nitric oxide (NO) and prostaglandin E2 (PGE2), as well as the expression of inducible NO synthase (iNOS), cyclooxygenase-2 (COX-2), tumor necrosis factor-alpha (TNF-α), and interleukin-6 (IL-6) in mouse alveolar macrophage MH-S and peripheral macrophage RAW 264.7 cells.",interleukin
1236,Luteolin suppresses inflammation-associated gene expression by blocking NF-κB and AP-1 activation pathway in mouse alveolar macrophages,Luteolin dose-dependently inhibited the expression and production of these inflammatory genes and mediators in macrophages stimulated with lipopolysaccharide (LPS).,interleukin
1237,Luteolin suppresses inflammation-associated gene expression by blocking NF-κB and AP-1 activation pathway in mouse alveolar macrophages,"We also found that luteolin attenuated the LPS-mediated protein kinase B (Akt) and IKK phosphorylation, as well as reactive oxygen species (ROS) production.",interleukin
1238,Complement pathway amplifies caspase-11–dependent cell death and endotoxin-induced sepsis severity,"Priming of the host cell, through TLR4 and interferon receptors, induces caspase-11 expression, and cytosolic LPS directly stimulates caspase-11 activation, promoting the release of proinflammatory cytokines through pyroptosis and caspase-1 activation.",interleukin
1239,Complement pathway amplifies caspase-11–dependent cell death and endotoxin-induced sepsis severity,"We find the Cpb1–C3–C3aR pathway induces caspase-11 expression through amplification of MAPK activity downstream of TLR4 and Ifnar activation, and mediates severity of LPS-induced sepsis (endotoxemia) and disease outcome in mice.",interleukin
1240,Involvement of the ERK pathway in the protective effects of glycyrrhizic acid against the MPP(+)-induced apoptosis of dopaminergic neuronal cells,"GA markedly increased the expression of phosphorylated extracellular signal-regulated kinase (p-ERK), as well as its migration from the cytoplasm to nucleus.",interleukin
1241,Involvement of the ERK pathway in the protective effects of glycyrrhizic acid against the MPP(+)-induced apoptosis of dopaminergic neuronal cells,"Compared with the MPP(+)-treated cells, GA markedly improved cell viability, restored mitochondrial dysfunction, suppressed the overexpression of cleaved poly(ADP-ribose) polymerase (PARP), and suppressed the overproduction of lactate dehydrogenase (LDH) and intracellular Ca(2+) overload.",interleukin
1242,Diverse activation of microglia by chemokine (C-C motif) ligand 2 overexpression in brain,: The chemokine (C-C motif) ligand 2 (CCL2) is a monocyte chemoattractant protein that mediates macrophage recruitment and migration during peripheral and central nervous system (CNS) inflammation.,interleukin
1243,Diverse activation of microglia by chemokine (C-C motif) ligand 2 overexpression in brain,"The protein expression profile in the hippocampus demonstrated markedly increased levels of IL-6, GM-CSF and eotaxin (CCL-11) in response to CCL2, but no changes in the levels of other cytokines, including TNF-α and IFN-γ.",interleukin
1244,Diverse activation of microglia by chemokine (C-C motif) ligand 2 overexpression in brain,"Thus, CCL2 expression in mouse brain induces microglial activation and represents an efficient method for recruitment of peripheral macrophages.",interleukin
1245,Interaction of a Specific Population of Human Embryonic Stem Cell–Derived Progenitor Cells with CD11b+ Cells Ameliorates Sepsis-Induced Lung Inflammatory Injury,"1 hour after cecal ligation and puncture significantly reduced lung inflammation and edema as well as production of tumor necrosis factor-α and interferon-γ in lungs compared with controls, whereas interleukin-10 production remained elevated.",interleukin
1246,Interaction of a Specific Population of Human Embryonic Stem Cell–Derived Progenitor Cells with CD11b+ Cells Ameliorates Sepsis-Induced Lung Inflammatory Injury,"The protection was ascribed to d7EB cell interaction with lung resident CD11b+ cells, and was correlated with the ability of d7EB cells to reduce it also reduced production of proinflammatory cytokines by CD11+ cells, and to endothelial NO synthase–derived NO by d7EB cells, leading to inhibition of inducible macrophage-type NO synthase activation in CD11b+ cells.",interleukin
1247,Alveolar Macrophages Infected with Ames or Sterne Strain of Bacillus anthracis Elicit Differential Molecular Expression Patterns,Alveolar macrophages (AMs) phagocytose Bacillus anthracis following inhalation and induce the production of pro-inflammatory cytokines and chemokines to mediate the activation of innate immunity.,interleukin
1248,Tyrosine dephosphorylation of STAT3 in SARS coronavirus-infected Vero E6 cells,p38 mitogen-activated protein kinase (MAPK) and its downstream targets are activated in SARS coronavirus (SARS-CoV)-infected Vero E6 cells and activation of p38 MAPK enhances the cytopathic effects of SARS-CoV infection.,interleukin
1249,Loss of Angiotensin-Converting Enzyme-2 Leads to the Late Development of Angiotensin II-Dependent Glomerulosclerosis,"Loss of ACE2 was associated with a marked increase in renal lipid peroxidation product formation and activation of mitogen-activated protein kinase and extracellular signal-regulated kinases 1 and 2 in glomeruli, events that are also prevented by angiotensin II type-1 receptor blockade.",interleukin
1250,Ubiquitin in the activation and attenuation of innate antiviral immunity,"Viral infection activates danger signals that are transmitted via the retinoic acid–inducible gene 1–like receptor (RLR), nucleotide-binding oligomerization domain-like receptor (NLR), and Toll-like receptor (TLR) protein signaling cascades.",interleukin
1251,Porcine deltacoronavirus nsp15 antagonizes interferon-β production independently of its endoribonuclease activity,"PDCoV nsp15 disrupts the phosphorylation and nuclear translocation of NF-κB p65 subunit, but not antagonizes the activation of transcription factor IRF3.",interleukin
1252,TRIM56-mediated monoubiquitination of cGAS for cytosolic DNA sensing,"Upon recognition of DNA, the cytosolic sensor cyclic GMP-AMP (cGAMP) synthase (cGAS) produces the second messenger cGAMP, which subsequently initiates downstream signaling to induce interferon-αβ (IFNαβ) production.",interleukin
1253,Influenza Virus-Induced Robust Expression of SOCS3 Contributes to Excessive Production of IL-6,Interleukin-6 (IL-6) involved excessive inflammatory response to IAV infection profoundly contributes to the virus pathogenesis.,interleukin
1254,Influenza Virus-Induced Robust Expression of SOCS3 Contributes to Excessive Production of IL-6,"Here we found from both in vivo and in vitro studies that IAV not only induced a surge of IL-6 release, but also greatly upregulated expression of suppressor of cytokine signaling-3 (SOCS3), the potent suppressor of IL-6-associated signal transducer and activator of transcription 3 (STAT3) signaling.",interleukin
