,pid,newpid,category,sent,newscore,answer,keyword,question
823,oq79dfhr,211,drug,"The part of the virus imaged, called the spike protein, helps the virus attach to and infect human cells, and the determination of its structure comes just weeks after the virus’s genome sequence was published.",0.14855174242771108,helps the virus attach to and infect human cells,Ruxolitinib,Can Ruxolitinib treat COVID-19
824,6g34qwer,1122,drug,"The endpoints include virological clearance rate, case severity, chest radiographic, and laboratory test.",0.1485391567684032,"endpoints include virological clearance rate , case severity , chest radiographic , and laboratory test",Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
825,rziv5342,206,drug,Daily updates on COVID-19 since early February 2020 have made headline news worldwide for much of 2020.,0.14853378779295806,daily updates on covid-19,Losartan,Can Losartan treat COVID-19
826,6lngz7y1,1019,drug,RESULTS: All patients had a history of exposure to confirmed case of 2019-nCoV or travel to Hubei before illness.,0.14852700104071054,all patients had a history of exposure to confirmed case of 2019-ncov or travel to hubei before illness,TAF,Can TAF treat COVID-19
827,cfbs29qo,863,drug,"The problems were first reported by the Washington Post, and C&EN learned soon after that the kits contained faulty reagents that led to inconclusive readouts.",0.14852396950459473,c & en learned soon after that the kits,AZT,Can AZT treat COVID-19
828,804r5xzd,848,drug,Drug treatment options for the 2019-new coronavirus (2019-nCoV),0.14851568259261805,drug treatment options for the 2019-new coronavirus,Losartan,Can Losartan treat COVID-19
829,g9wmlvnq,202,drug,Voice from China: nomenclature of the novel coronavirus and related diseases,0.1484945748013515,coronavirus,Naproxen,Can Naproxen treat COVID-19
830,5fg87lvu,462,drug,"This paper aggregates and consolidates the epidemiology, clinical manifestations, diagnosis, treatments and preventions of this new type of coronavirus.",0.14847099831693045,coronavirus,halidomide,Can halidomide treat COVID-19
831,c4u0gxp5,273,drug,COVID-19 is a potential zoonotic disease with low to moderate (estimated 2%-5%) mortality rate.,0.1484701148252232,potential zoonotic disease,Losartan,Can Losartan treat COVID-19
832,szsb1oan,244,drug,"While these quarantine measures are necessary and have prevented a historical disaster along the lines of the Spanish flu, earlier recognition and earlier implementation of quarantine measures may have been even more effective.",0.14846238952457486,prevented a historical disaster,TAF,Can TAF treat COVID-19
833,plxz5mkg,506,drug,"We highlight bats as the potential natural reservoir and pangolins as the possible intermediate host of the virus, but their roles are waiting for further investigation.",0.14845661987911182,"we highlight bats as the potential natural reservoir and pangolins as the possible intermediate host of the virus , but their roles are waiting for further investigation",TAF,Can TAF treat COVID-19
834,yqiggzk9,968,drug,"The main results and indicators of epidemiology, demography, clinical manifestation, laboratory examination, imaging data and treatment data of 51 patients with covid-19 were collected and analyzed.",0.1484509891170151,51 patients with covid-19,Losartan,Can Losartan treat COVID-19
835,ju35nyir,434,drug,[Image: see text] The recent outbreak of coronavirus disease 2019 (COVID-19) highlights an urgent need for therapeutics.,0.1484447825839179,highlights an urgent need for therapeutics,Losartan,Can Losartan treat COVID-19
836,gu2mt6zp,124,drug,"The collaborative efforts of researchers are needed to fill the knowledge gaps about this new virus, to develop the proper diagnostic tools, and effective treatment to combat this infection.",0.14843077377868816,effective treatment to combat this infection,TAF,Can TAF treat COVID-19
837,0lyxvex0,514,drug,A total of 662 responses were received.,0.14843029995365886,can peginterferon lambda-1a treat covid-19,Peginterferon Lambda-1a,Can Peginterferon Lambda-1a treat COVID-19
838,cfbs29qo,866,drug,The US Food and Drug Administration has approved its use in public health departments nationwide.,0.14842679710432444,the us food and drug administration has approved its use in public health departments nationwide,Losartan,Can Losartan treat COVID-19
839,c4u0gxp5,276,drug,"To promptly identify patients and prevent further spreading, physicians should be aware of the travel or contact history of the patient with compatible symptoms.",0.14841840366845,to promptly identify patients and prevent further spreading,Losartan,Can Losartan treat COVID-19
840,1g0mz73b,959,drug,Is the ACE2 Overexpression a Risk Factor for COVID-19 Infection?,0.14841816053176768,ace2 overexpression a risk factor for covid-19 infection,Tetrandrine,Can Tetrandrine treat COVID-19
841,pp6hb4q5,422,drug,COVID-19: Yet another coronavirus challenge in transplantation,0.1484161519257916,yet another coronavirus challenge in transplantation,velpatasvir,Can velpatasvir treat COVID-19
842,1qkwsh6a,186,drug,The scientific interest on coronaviruses increased after the emergence of Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) outbreaks in 2002-2003 followed by Middle East Respiratory Syndrome CoV (MERS-CoV).,0.14840036259290534,middle east respiratory syndrome cov ( mers-cov ) .,TAF,Can TAF treat COVID-19
843,penb65x7,1156,drug,SARS-CoV-2 shares 82% genome sequence similarity to SARS-CoV and 50% genome sequence homology to Middle East respiratory syndrome coronavirus (MERS-CoV)—all three coronaviruses are known to cause severe respiratory symptoms.,0.1483930812160566,sars-cov-2 shares 82 % genome sequence similarity to sars-cov and 50 % genome sequence homology to middle east respiratory syndrome coronavirus ( mers-cov ) — all three coronaviruses are known to cause severe respiratory symptoms,Losartan,Can Losartan treat COVID-19
844,566pbuic,944,drug,"CONCLUSIONS: Several factors that led to the progression of COVID-19 pneumonia were identified, including age, history of smoking, maximum body temperature on admission, respiratory failure, albumin, C-reactive protein.",0.14838351216976495,c-reactive protein,Vitamin C,Can Vitamin C treat COVID-19
845,zpaqd5vd,194,drug,The recent emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) from the Hubei province in China in late 2019 demonstrates the epidemic potential of coronaviruses.,0.14838274791165196,the recent emergence of severe acute respiratory syndrome coronavirus 2,Losartan,Can Losartan treat COVID-19
846,wl121lg4,1087,drug," Coronavirus disease 2019 (COVID-19) is a kind of viral pneumonia with an unusual outbreak in Wuhan, China, in December 2019, which is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).",0.1483665610403091,severe acute respiratory syndrome coronavirus 2,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
847,vj2z52vg,447,drug,"Cases have also been reported in 26 locations outside of mainland China, including documentation of some person-to-person transmission and one death (2).",0.14835566703960218,one death,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
848,cfbs29qo,862,drug,Early batches of a kit developed by the US government to diagnose the novel coronavirus infection have been plagued by problems that initially limited their use and cast doubt on their accuracy.,0.14835480188476374,coronavirus infection,TAF,Can TAF treat COVID-19
849,athjtu2j,988,drug,"In this review, the early use of TCM for light and ordinary patients, can rapidly improve symptoms, shorten hospitalization days and reduce severe cases transformed from light and normal.",0.14834447823830232,can rapidly improve symptoms,Remdesivir,Can Remdesivir treat COVID-19
850,vj2z52vg,452,drug,"CDC, multiple other federal agencies, state and local health departments, and other partners are implementing aggressive measures to slow transmission of 2019-nCoV in the United States (4,5).",0.14834319193130466,slow transmission,APN01,Can APN01 treat COVID-19
851,cfbs29qo,867,drug,"As of March 5, SARS-CoV-2 has killed 10 people in the US and infected nearly 100.",0.14833153642644273,sars-cov-2,RhACE2,Can RhACE2 treat COVID-19
852,2tu707ng,217,drug,We suggest that the nutritional status of each infected patient should be evaluated before the administration of general treatments and the current children's RNA virus vaccines including influenza vaccine should be immunized for uninfected people and health care workers.,0.14832670158851874,current children ' s rna virus vaccines including influenza vaccine should be immunized for uninfected people and health care workers,TAF,Can TAF treat COVID-19
853,uifnjio5,466,drug,Methods Plasma collected from 175 COVID-19 recovered patients with mild symptoms were screened using a safe and sensitive pseudotyped-lentiviral-vector-based neutralization assay.,0.14831571642007627,plasma,Huaier Granule,Can Huaier Granule treat COVID-19
854,ckay4ufw,228,drug,"Also, the Basic Reproductive number (R_0<1) by Equation (33) shows that there is a chance of decline of secondary infections when the ratio between the incidence rate in the population and the total number of infected population quarantined with observatory procedure.",0.14829405094279285,quarantined with observatory procedure,TAF,Can TAF treat COVID-19
855,gy35gsl2,1054,drug,In the first step we conducted a literature search for natural compounds that had been biologically confirmed as against sever acute respiratory syndrome coronavirus or Middle East respiratory syndrome coronavirus.,0.1482936440441228,acute respiratory syndrome coronavirus or middle east respiratory syndrome coronavirus,TAF,Can TAF treat COVID-19
856,190zxwwj,1043,drug,"Lung cancer was the most frequent cancer type (7, 25.0%).",0.14828099476101858,lung cancer,Naproxen,Can Naproxen treat COVID-19
857,1a8uevk8,527,drug,The World Health Organization (WHO) has declared the ongoing outbreak as a global public health emergency.,0.14826648596821168,world health organization ( who ) has declared the ongoing outbreak as a global public health emergency,TAF,Can TAF treat COVID-19
858,1qkwsh6a,193,drug,The successful virus isolation attempts have made doors open for developing better diagnostics and effective vaccines helping in combating the spread of the virus to newer areas.,0.14824647499869514,combating the spread of the virus to newer areas,TAF,Can TAF treat COVID-19
859,1mmqfp7g,666,drug,"Therefore, herein, we analysed the 3CLpro sequence, constructed its 3D homology model, and screened it against a medicinal plant library containing 32,297 potential anti-viral phytochemicals/traditional Chinese medicinal compounds.",0.14824478352897094,anti-viral,Vitamin C,Can Vitamin C treat COVID-19
860,tomsdx3z,650,drug,"In order to effectively implement the epidemic prevention, early identification and diagnosis is critical to disease control.",0.14820769688054033,in order to effectively implement the epidemic prevention,efavirenz,Can efavirenz treat COVID-19
861,p5ecpcll,725,drug,A simple linear regression analysis of the relationship between proalbumin and T cell subpopulation counts in the blood of patients.,0.14819897821657724,a simple linear regression analysis of the relationship between proalbumin and t cell subpopulation counts in the blood of patients,Losartan,Can Losartan treat COVID-19
862,73a7uvyz,377,drug,"This virus causes acute lung symptoms, leading to a condition that has been named as &ldquo;coronavirus disease 2019&rdquo; (COVID-19).",0.14819574801898527,covid-19,BCG Vaccine,Can BCG Vaccine treat COVID-19
863,9i0a9beo,386,drug,"Of note, there were no cases in children younger than 15 years of age.",0.1481809501087668,no cases in children younger than 15 years of age,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
864,t996fbad,691,drug,"The outbreak of the 2019-nCoV infection began in December 2019 in Wuhan, Hubei province, and rapidly spread to many provinces in China as well as other countries.",0.14817333716967807,ncov,Nitric Oxide Gas,Can Nitric Oxide Gas treat COVID-19
865,647zcjgu,776,drug,"ACE2 is widely expressed with conserved primary structures throughout the animal kingdom from fish, amphibians, reptiles, birds, to mammals.",0.1481698129700213,mammals,Aspirin,Can Aspirin treat COVID-19
866,7jkzbmsf,781,drug, The coronavirus disease-19 (COVID-19) is caused by the novel severe acute respiratory syndrome coronavirus that was first detected at the end of December 2019.,0.1481554305271795,coronavirus disease-19,Bevacizumab,Can Bevacizumab treat COVID-19
867,535lw99y,365,drug,ABSTRACTThe respiratory syndrome caused by a new type of coronavirus has been emerging from China and caused more than 1000 death globally since December 2019.,0.14815442715778407,abstractthe respiratory syndrome,Losartan,Can Losartan treat COVID-19
868,hi38itc9,1110,drug,"Up to now, 21 cases were discharged from the hospital, and no patient died.",0.14815233431398742,"21 cases were discharged from the hospital , and no patient died",Naproxen,Can Naproxen treat COVID-19
869,a6p6ka8w,408,drug,"The hourly number of COVID-19-related tweets starkly increased from January 21, 2020 onward.",0.14813450627056585,covid-19-related tweets,Losartan,Can Losartan treat COVID-19
870,190zxwwj,1041,drug,Results 28 COVID-19-infected cancer patients were included; 17 (60.7%) patients were male.,0.14813366276088258,28 covid-19-infected cancer patients were included,Losartan,Can Losartan treat COVID-19
871,0xhho1sh,671,drug,"SARS-CoV-2 is closely related to two bat-derived severe acute respiratory syndrome-like coronaviruses, bat-SL-CoVZC45 and bat-SL-CoVZXC21.",0.14812989531606474,can peginterferon lambda-1a treat covid-19,Peginterferon Lambda-1a,Can Peginterferon Lambda-1a treat COVID-19
872,80m78jh2,71,drug,"The 2019 novel coronavirus (COVID19 / Wuhan coronavirus), officially named as Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), is a positive-sense single-stranded RNA coronavirus.",0.14812089555747848,wuhan,Huaier Granule,Can Huaier Granule treat COVID-19
873,m5ho8jqp,14,drug,Vaccines are being rapidly developed but will likely come too late to affect the first wave of a potential pandemic.,0.14810496682556654,vaccines are being rapidly developed but will likely come too late to affect the first wave of a potential pandemic,TAF,Can TAF treat COVID-19
874,5fg87lvu,461,drug,This information should include reports from outbreak site and from laboratories supporting the investigation.,0.14810087722303042,this information should include reports from outbreak site and from laboratories supporting the investigation .,IDX-184,Can IDX-184 treat COVID-19
875,566pbuic,930,drug,"Based on clinical typing results, the patients were divided into a progression group or an improvement/stabilization group.",0.14809174683017112,"based on clinical typing results , the patients were divided into a progression group or an improvement / stabilization group",Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
876,w84qtud6,900,drug,So further in vitro and in vivo evaluations are recommended.,0.14808587271197834,further in vitro and in vivo evaluations are recommended,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
877,b1iyr42n,148,drug,"Collectively, for the first time our results exhibit the emergence of human 2019-nCoV is closely related to predecessor SARS-CoV and provide the evidence that 2019-nCoV uses various novel glycosylation sites as SARS-CoV and may have a potential to become pandemic owing its antigenic discrepancy.",0.14808025934849567,may have a potential to become pandemic,Naproxen,Can Naproxen treat COVID-19
878,6lngz7y1,1024,drug,"Compared to NON-NCOVID-19, NCOVID-19 present remarkably more abnormal laboratory tests including AST, ALT, γ-GT, LDH and α-HBDH.",0.14806951202107993,compared to non-ncovid-19,Naproxen,Can Naproxen treat COVID-19
879,ckay4ufw,229,drug,"The effort to evaluate the disease equilibrium shows that unless there is a dedicated effort from government, decision makers and stakeholders, the world would hardly be reed of the COVID-19 coronavirus and further spread is eminent and the rate of infection will continue to increase despite the increased rate of recovery because of the absence of vaccine at the moment.",0.14806016014261825,the world would hardly be reed of the covid-19 coronavirus,Losartan,Can Losartan treat COVID-19
880,7jkzbmsf,783,drug,"As the situations evolve, the COVID-19 had been confirmed in many countries, and made a assessment that it can be characterized as a pandemic by the World Health Organization on March 11, 2020.",0.14803050827041822,it can be characterized as a pandemic,Losartan,Can Losartan treat COVID-19
881,0lyxvex0,510,drug,All these things are creating a lot of concern for people leading to heightened levels of anxiety.,0.1480300294152907,anxiety,Aspirin,Can Aspirin treat COVID-19
882,6lngz7y1,1013,drug,": A novel coronavirus (2019-nCoV) has raised world concern since it emerged in Wuhan Hubei China in December, 2019.",0.1480236574964673,a novel coronavirus ( 2019-ncov,Losartan,Can Losartan treat COVID-19
883,0lyxvex0,519,drug,"In this study, sleep difficulties, paranoia about acquiring COVID-19 infection and distress related social media were reported in 12.5 %, 37.8 %, and 36.4 % participants respectively.",0.14801460643589814,"sleep difficulties , paranoia about acquiring covid-19 infection",Losartan,Can Losartan treat COVID-19
884,8o6yjxwe,948,drug,"Clinical classification (mild, moderate, severe, and critical) was carried out according to the diagnosis and treatment program of novel coronavirus pneumonia (Trial Fifth Edition) issued by the National Health Commission.",0.14801166572127827,coronavirus pneumonia,APN01,Can APN01 treat COVID-19
885,ejg393zs,292,drug,"Moreover, websites such as the World Health Organization (WHO) and the Centers for Disease Control and Prevention (CDC) were searched to retrieve updated data and statistics regarding the novel coronavirus.",0.14799967287732835,coronavirus,Losartan,Can Losartan treat COVID-19
886,lg45goe2,88,drug,The news came just as the US Centers for Disease Control and Prevention warned that US communities should brace for “disruption to everyday life.” Gilead was able to move quickly because it had previously developed remdesivir to treat the Ebola virus.,0.14797723291100767,ebola virus,Remdesivir,Can Remdesivir treat COVID-19
887,190zxwwj,1040,drug,"Univariate and multivariate analyses were performed to assess the risk factors associated with severe events defined as a condition requiring admission to an intensive care unit, the use of mechanical ventilation, or death.",0.1479747841390397,admission to an intensive care unit,TAF,Can TAF treat COVID-19
888,vbayngh0,564,drug," The recent emergence of the novel, pathogenic SARS-coronavirus 2 (SARS-CoV-2) in China and its rapid national and international spread pose a global health emergency.",0.14797212746214228,sars-coronavirus 2,AZT,Can AZT treat COVID-19
889,ztcyvsoi,1190,drug,Prevention entails home isolation of suspected cases and those with mild illnesses and strict infection control measures at hospitals that include contact and droplet precautions.,0.14796853445152108,prevention,Nitric Oxide Gas,Can Nitric Oxide Gas treat COVID-19
890,1qniriu0,584,drug,"Wuhan coronavirus, called 2019-nCoV, is a newly emerged virus that infected more than 9692 people and leads to more than 213 fatalities by January 30, 2020.",0.1479281216842377,"wuhan coronavirus , called 2019-ncov",Sofosbuvir,Can Sofosbuvir treat COVID-19
891,yb5kf0u2,46,drug,"Building on our ongoing efforts to develop MERS-CoV vaccines, promising immunogenicity of MNA-delivered MERS-CoV vaccines, and our experience with MNA fabrication and delivery, including clinical trials, we rapidly designed and produced clinically-translatable MNA SARS-CoV-2 subunit vaccines within 4 weeks of the identification of the SARS-CoV-2 S1 sequence.",0.14792672224444364,immunogenicity,ribavirin,Can ribavirin treat COVID-19
892,fpfl5hco,1078,drug,China empowers Internet hospital to fight against COVID-19,0.14792547221867558,china empowers internet hospital to fight against covid-19,Remdesivir,Can Remdesivir treat COVID-19
893,xuczplaf,1155,drug,"In this review, we highlights the symptoms, epidemiology, transmission, pathogenesis, phylogenetic analysis and future directions to control the spread of this fatal disease.",0.14792475561738794,to control the spread,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
894,8o6yjxwe,949,drug,The research data were analyzed using SPSS19.0 statistical software.,0.14791983098914965,spss19 . 0,Remdesivir,Can Remdesivir treat COVID-19
895,fmumym1x,171,drug,"The findings would facilitate the vaccine development, had the potential to be directly applied on the treatment in this disease, but also have the potential to prevent the possible threats caused by other types of coronavirus.",0.14791273782905812,had the potential to be directly applied on the treatment in this disease,Vitamin C,Can Vitamin C treat COVID-19
896,rxrlbw60,90,drug,"On 31 December 2019 the Wuhan Health Commission reported a cluster of atypical pneumonia cases that was linked to a wet market in the city of Wuhan, China.",0.14791062947368616,pneumonia,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
897,x95h80nq,66,drug," On 10 January 2020, a new coronavirus causing a pneumonia outbreak in Wuhan City in central China was denoted as 2019-nCoV by the World Health Organization (WHO).",0.1478945388522016,pneumonia,Aspirin,Can Aspirin treat COVID-19
898,szsb1oan,241,drug,"It is currently believed that this deadly Coronavirus strain originated from wild animals at the Huanan market in Wuhan, a city in Hubei province.",0.1478809655768244,coronavirus,Remdesivir,Can Remdesivir treat COVID-19
899,2uvibr2j,21,drug,"Coronavirus disease 2019 (COVID-19) associated pneumonia caused by severe acute respiratory coronavirus 2 (SARS-COV-2) was first reported in Wuhan, China in December 2019.",0.1478680451462826,coronavirus disease 2019,Losartan,Can Losartan treat COVID-19
900,13jupb26,333,drug,"This is to find a short section or sections of viral protein sequence suitable for preliminary design proposal for a peptide synthetic vaccine and a peptidomimetic therapeutic, and to explore some design possibilities.",0.1478658847101883,peptide synthetic vaccine and a peptidomimetic therapeutic,TAF,Can TAF treat COVID-19
901,02f0opkr,317,drug,"However, it is likely that this will change in the days or weeks ahead.",0.14785542580075306,it is likely that this will change in the days or weeks ahead,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
902,0d77ojnb,874,drug,"This has implications for the rapid development of a first-line therapeutic by repurposing heparin and for next-generation, tailor-made, GAG-based antivirals.",0.14783784483112822,this has implications for the rapid development of a first-line therapeutic,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
903,b1iyr42n,142,drug,Antigenicity was predicted by NetCTL 1.2 and validated by IEDB Analysis Resource server.,0.14782613141601694,antigenicity,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
904,vj2z52vg,448,drug,"As of February 4, 11 cases had been reported in the United States.",0.1478232057110092,"as of february 4 , 11 cases had been reported in the united states .",IDX-184,Can IDX-184 treat COVID-19
905,iy9vjpuh,280,drug,"Similar to such other coronaviruses as those causing the Middle East respiratory syndrome (MERS) and severe acute respiratory syndrome (SARS), the new coronavirus was reported to spread via natural aerosols from human-to-human.",0.14782312404978834,similar to such other coronaviruses as those causing the middle east respiratory syndrome,Losartan,Can Losartan treat COVID-19
906,9i0a9beo,384,drug,"Nonetheless, a degree of clarity is emerging from this report.",0.14782280098982598,"nonetheless , a degree of clarity is emerging from this report .",IDX-184,Can IDX-184 treat COVID-19
907,szsb1oan,239,drug,"This is the third serious Coronavirus outbreak in less than 20 years, following SARS in 2002–2003 and MERS in 2012.",0.14782194448020272,"this is the third serious coronavirus outbreak in less than 20 years , following sars in 2002 – 2003 and mers in 2012 .",Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
908,t996fbad,697,drug,"Age, viral load, lung injury score, and blood biochemistry indexes, albumin (ALB), CRP, LDH, LYM (%), LYM, and NEU (%), may be predictors of disease severity.",0.14782103634846078,may be predictors of disease severity,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
909,wl121lg4,1088,drug,The emergence of SARS-CoV-2 has been marked as the third introduction of a highly pathogenic coronavirus into the human population after the severe acute respiratory syndrome coronavirus (SARS-CoV) and the Middle East respiratory syndrome coronavirus (MERS-CoV) in the twenty-first century.,0.147816945367079,the emergence of sars-cov-2,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
910,t6zf5k99,632,drug,"This minireview summarizes the research literature on the virological, clinical and epidemiological aspects of this epidemic published until end of February 2020.",0.14781078742986994,"research literature on the virological , clinical and epidemiological aspects of this epidemic published until end of february 2020",Losartan,Can Losartan treat COVID-19
911,xvkjy1bh,331,drug,A commentary on “World Health Organization declares global emergency: A review of the 2019 novel Coronavirus (COVID-19)”,0.14780650762007552,coronavirus,Sofosbuvir,Can Sofosbuvir treat COVID-19
912,wl121lg4,1089,drug,"In this minireview, we provide a brief introduction of the general features of SARS-CoV-2 and discuss current knowledge of molecular immune pathogenesis, diagnosis and treatment of COVID-19 on the base of the present understanding of SARS-CoV and MERS-CoV infections, which may be helpful in offering novel insights and potential therapeutic targets for combating the SARS-CoV-2 infection.",0.14780502764277675,may be helpful in offering novel insights and potential therapeutic targets for combating the sars-cov-2 infection,Remdesivir,Can Remdesivir treat COVID-19
913,tomsdx3z,647,drug,"First identified in the late December 2019, in Wuhan, China, a novel coronavirus (2019-nCoV) has rampantly spread to lots of provinces in China, and multiple countries are affected.",0.14779182201827462,multiple countries are affected,Losartan,Can Losartan treat COVID-19
914,1mjaycee,174,drug,"The intermediate source of origin and transfer to humans is not known, however, the rapid human to human transfer has been confirmed widely.",0.14777314053405494,the intermediate source of origin and transfer to humans is not known,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
915,8gncbgot,53,drug,"It is timely to systematically review the potential of these interventions, including those for Middle East respiratory syndrome-Coronavirus (MERS-CoV) and severe acute respiratory syndrome (SARS)-CoV, to guide policymakers globally on their prioritization of resources for research and development.",0.14777245102923856,severe acute respiratory syndrome,Sargramostim,Can Sargramostim treat COVID-19
916,1mjaycee,177,drug,"In the current review, we summarize and comparatively analyze the emergence and pathogenicity of COVID-19 infection and previous human coronaviruses severe acute respiratory syndrome coronavirus (SARS-CoV) and middle east respiratory syndrome coronavirus (MERS-CoV).",0.14772056700808295,severe acute respiratory syndrome coronavirus ( sars-cov ) and middle east respiratory syndrome coronavirus ( mers-cov ) .,Losartan,Can Losartan treat COVID-19
917,9595vm0k,325,drug,"We found that commercial S1 IgG or IgA ELISAs were of lower specificity while sensitivity varied between the two, with IgA showing higher sensitivity.",0.14771540735075553,commercial s1 igg or iga elisas were of lower specificity,Tranexamic acid tablets,Can Tranexamic acid tablets treat COVID-19
918,m40kwgcg,1205,drug,"Interpretation The 2019-nCoV infection was of clustering onset, is more likely to affect older males with comorbidities, and can result in severe and even fatal respiratory diseases such as acute respiratory distress syndrome.",0.1477138279824277,can result in severe and even fatal respiratory diseases such as acute respiratory distress syndrome,Losartan,Can Losartan treat COVID-19
919,15rpskir,421,drug,Impact of Nutrition and Diet on COVID-19 Infection and Implications for Kidney Health and Kidney Disease Management,0.14771108413208014,impact of nutrition and diet on covid-19 infection and implications for kidney health and kidney disease management,Losartan,Can Losartan treat COVID-19
920,5xyt8d5u,920,drug,"Significantly higher levels of D-dimer, C-reactive protein and procalcitonin were associated with severe patients compared to non-severe patients (all p<0.001).",0.14770022211029815,"significantly higher levels of d-dimer , c-reactive protein and procalcitonin were associated with severe patients compared to non-severe patients ( all p < 0 . 001 ) .",SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
921,9595vm0k,320,drug,"Whereas molecular diagnostic tests were rapidly developed, serologic assays are still lacking, yet urgently needed.",0.1476873223999471,serologic assays are still lacking,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
922,yqiggzk9,978,drug,"Conclusion：In 51 single center cases confirmed as COVID-19 and discharged from the hospital, 13.7% of the patients were severe.",0.1476849817096363,"in 51 single center cases confirmed as covid-19 and discharged from the hospital , 13 . 7 % of the patients were severe",Losartan,Can Losartan treat COVID-19
923,1mjaycee,172,drug,"The coronavirus disease 19 (COVID-19) is a highly transmittable and pathogenic viral infection caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which emerged in Wuhan, China and spread around the world.",0.14767478854878335,severe acute respiratory syndrome coronavirus 2,RhACE2,Can RhACE2 treat COVID-19
924,athjtu2j,985,drug,Basic reproduction number (R0) is an important parameter in epidemiology; The basic reproduction number of an infection can be thought of as the expected number of cases directly generated by one case in a population where all individuals are susceptible to infection.,0.14767362888065175,basic reproduction number ( r0,APN01,Can APN01 treat COVID-19
925,ld0vo1rl,8,drug,"The protein was also predicted to contain promiscuous MHC-I and MHC-II T-cell epitopes, and linear B-cell epitopes localized in specific locations and functional domains of the protein.",0.1476684350056593,"predicted to contain promiscuous mhc-i and mhc-ii t-cell epitopes , and linear b-cell epitopes localized in specific locations and functional domains of the protein",TAF,Can TAF treat COVID-19
926,0d77ojnb,869,drug,Many pathogens take advantage of the dependence of the host on the interaction of hundreds of extracellular proteins with the glycosaminoglycans heparan sulfate to regulate homeostasis and use heparan sulfate as a means to adhere and gain access to cells.,0.14766819487696398,many pathogens take advantage of the dependence of the host on the interaction of hundreds of extracellular proteins with the glycosaminoglycans heparan sulfate,Vitamin C,Can Vitamin C treat COVID-19
927,z0qzgu5m,602,drug,"CEP demonstrated the most potent inhibition of GX_P2V infection, with a concentration for 50% of maximal effect [EC50] of 0.98 μmol/L.",0.14766197773672787,inhibition of gx _ p2v infection,BCG Vaccine,Can BCG Vaccine treat COVID-19
928,c4u0gxp5,271,drug,"The disease is officially named as Coronavirus Disease-2019 (COVID-19, by WHO on February 11, 2020).",0.1476419700582191,who,Remdesivir,Can Remdesivir treat COVID-19
929,ctd9sutv,224,drug,"ADE modulates the immune response and can elicit sustained inflammation, lymphopenia, and/or cytokine storm, one or all of which have been documented in severe cases and deaths.",0.1476374317110647,"ade modulates the immune response and can elicit sustained inflammation , lymphopenia , and / or cytokine storm",Budesonide,Can Budesonide treat COVID-19
930,801t0728,428,drug,"It has been shown that droplets from a cough or sneeze can be propelled for up to 6?m [8], a range that definitely encompasses the distance between the patient and ophthalmologist.",0.14762397585297676,"it has been shown that droplets from a cough or sneeze can be propelled for up to 6 ? m [ 8 ] , a range that definitely encompasses the distance between the patient and ophthalmologist",Nitric Oxide Gas,Can Nitric Oxide Gas treat COVID-19
931,yk9u4fvp,156,drug,"Although the risk of infection in the US is currently low, it is important to understand the public perception of risk and trust in sources of information to better inform public health messaging.",0.14762146277101,risk of infection,Losartan,Can Losartan treat COVID-19
932,8eh90ber,537,drug,Development of effective prevention and treatment is an urgent need.,0.1476198596202437,development of effective prevention and treatment is an urgent need,Huaier Granule,Can Huaier Granule treat COVID-19
933,2m6ks6nd,150,drug," The outbreak of Coronavirus Disease 2019 (COVID-19) causing novel coronavirus-infected pneumonia (NCIP), has affected the lives of 71,429 people globally.",0.1476087144705201,coronavirus disease 2019 ( covid-19 ) causing novel coronavirus-infected pneumonia,Bevacizumab,Can Bevacizumab treat COVID-19
